YEAR	CPIW	RRETURN	RWAGE	UNEMPLOY	NRETURN	NWAGE	LN_RRETN	DLN_RRTN	LN_NRETN	DLN_NRTN	LN_EMPL	DLN_EMPL
1953.416992	0.374531835	0.334119797	2.577800035	2.5	0.70990324	0	0.333562851	0	0.707395256	0	2.469259024	0
1953.666992	1.119403005	-0.421905518	-1.320480585	2.700000048	0.692772865	-0.215864182	-0.422798038	-0.756360888	0.690384209	-0.017011046	2.664188385	0.194929361
1953.916992	0	0.599586964	0.176569864	3.5	0.599586964	0.1765728	0.597796559	1.020594597	0.597796559	-0.09258765	3.440139532	0.775951147
1954.166992	0	0.506150723	-1.385767698	5.199999809	0.506150723	-1.385772228	0.504874051	-0.092922509	0.504874051	-0.092922509	5.06931591	1.629176378
1954.416992	0	0.476586819	1.260265708	5.900000095	0.476586819	1.260256767	0.475454748	-0.029419303	0.475454748	-0.029419303	5.732508183	0.663192272
1954.666992	0	0.471651554	0.091891803	6	0.471651554	0.091898441	0.470542759	-0.004911989	0.470542759	-0.004911989	5.826885223	0.094377041
1954.916992	-0.369003683	0.890743732	1.563516378	5.300000191	0.518453121	1.188743114	0.886800051	0.416257292	0.517113805	0.046571046	5.164320946	-0.662564278
1955.166992	-0.370370358	0.963699818	1.755401969	4.699999809	0.589764118	1.378524303	0.959085882	0.072285831	0.588031828	0.070918024	4.592897892	-0.571423054
1955.416992	0	0.633943081	1.426304102	4.300000191	0.633943081	1.426303387	0.631942153	-0.327143729	0.631942153	0.043910325	4.21011591	-0.382781982
1955.666992	0	0.70745945	0.484857857	4.199999809	0.70745945	0.484859943	0.704968691	0.073026538	0.704968691	0.073026538	4.114199638	-0.095916271
1955.916992	0.743494451	-0.047922134	0.373472542	4.199999809	0.695216656	1.119744778	-0.047933623	-0.752902329	0.692811191	-0.0121575	4.114199638	0
1956.166992	-0.369003683	1.050961018	1.783657193	3.900000095	0.67807436	1.408064365	1.045476794	1.093410373	0.67578578	-0.017025411	3.825874567	-0.288325071
1956.416992	0.740740716	0.020360947	0.945263088	4.300000191	0.761258602	1.69301033	0.020358875	-1.025117874	0.758375645	0.082589865	4.21011591	0.384241343
1956.666992	1.102941155	-0.258278847	-0.396411479	4.099999905	0.841808319	0.702154636	-0.258612961	-0.278971851	0.83828485	0.079909205	4.018179893	-0.191936016
1956.916992	0.727272749	0.149989128	1.716036797	4.300000191	0.878357887	2.455794811	0.149876758	0.408489704	0.874522805	0.036237955	4.21011591	0.191936016
1957.166992	0.722021639	0.11408329	-0.170783088	3.900000095	0.836932659	0.55000782	0.114018261	-0.035858497	0.833449781	-0.041073024	3.825874567	-0.384241343
1957.416992	0.71684587	0.179708004	0.548232198	4.099999905	0.897836685	1.269006729	0.179546729	0.065528467	0.893830121	0.06038034	4.018179893	0.192305326
1957.666992	1.423487544	-0.432002544	-0.541456819	4.099999905	0.985336304	0.874316692	-0.432938397	-0.612485111	0.980513573	0.086683452	4.018179893	0
1957.916992	0.350877196	0.564444065	-0.723070025	5.099999905	0.917303562	-0.374728441	0.562857032	0.995795429	0.913121939	-0.067391634	4.974209309	0.956029415
1958.166992	0.699300706	-0.011354685	-0.733698249	6.400000095	0.687873363	-0.0395298	-0.011355329	-0.574212372	0.685518324	-0.227603614	6.203539848	1.22933054
1958.416992	1.041666627	-0.439947844	-0.993149757	7.400000095	0.597131252	0.038170815	-0.440918475	-0.429563135	0.595355511	-0.090162814	7.138999462	0.935459614
1958.666992	0	0.812542439	2.307095289	7.400000095	0.812542439	2.307093143	0.809259057	1.250177503	0.809259057	0.213903546	7.138999462	0
1958.916992	0	0.912439823	1.321164608	6.199999809	0.912439823	1.321160793	0.908302248	0.09904319	0.908302248	0.09904319	6.015395641	-1.123603821
1959.166992	0	0.975632668	2.075190783	5.900000095	0.975632668	2.075195313	0.970904052	0.062601805	0.970904052	0.062601805	5.732508183	-0.282887459
1959.416992	0.343642622	0.724065304	0.797484457	5.099999905	1.070201397	1.143860817	0.721456528	-0.249447525	1.064515352	0.0936113	4.974209309	-0.758298874
1959.666992	0.342465758	0.77829361	-0.564147353	5.199999809	1.123428345	-0.223612785	0.775280535	0.053824008	1.117164731	0.052649379	5.06931591	0.095106602
1959.916992	0.682593882	0.481045246	0.952518046	5.800000191	1.166915894	1.641607285	0.479891956	-0.295388579	1.160159945	0.042995214	5.638030529	0.568714619
1960.166992	0	1.152431965	0.946392477	4.800000191	1.152431965	0.946390629	1.145842075	0.665950119	1.145842075	-0.01431787	4.6883564	-0.949674129
1960.416992	0.677966118	0.423240662	-0.602307439	5.099999905	1.104080677	0.071573257	0.422347516	-0.72349453	1.09803021	-0.047811866	4.974209309	0.285852909
1960.666992	0.33670035	0.554406643	0.275418878	5.599999905	0.892972946	0.613045692	0.552875459	0.130527943	0.889009535	-0.209020674	5.44881773	0.474608421
1960.916992	0.671140969	0.266265869	-1.349573255	6.099999905	0.939190388	-0.687491894	0.265912026	-0.286963433	0.93480742	0.045797884	5.921185017	0.472367287
1961.166992	0	0.902700424	1.163562655	6.900000095	0.902700424	1.163566113	0.898650467	0.632738471	0.898650467	-0.036156952	6.672363758	0.751178741
1961.416992	0	0.856435299	1.6753335	7.099999905	0.856435299	1.675331593	0.852788687	-0.045861781	0.852788687	-0.045861781	6.859277248	0.18691349
1961.666992	0.333333343	0.642573833	0.483121365	6.599999905	0.978052616	0.818061829	0.640518129	-0.212270558	0.973300636	0.120511949	6.391330719	-0.467946529
1961.916992	0.332225919	0.607383251	1.436742783	6.099999905	0.941622257	1.773738861	0.605546117	-0.034972012	0.93721664	-0.036083996	5.921185017	-0.470145702
1962.166992	0	0.958633423	1.037361503	5.5	0.958633423	1.037359238	0.954067707	0.34852159	0.954067707	0.016851068	5.354071617	-0.5671134
1962.416992	0.662251651	0.238859653	1.148390651	5.5	0.902700424	1.81825161	0.238574833	-0.715492845	0.898650467	-0.05541724	5.354071617	0
1962.666992	0	0.914871693	0.247989461	5.699999809	0.914871693	0.247991085	0.910712123	0.67213726	0.910712123	0.012061656	5.543474674	0.189403057
1962.916992	0.657894731	0.228703022	0.518188298	5.699999809	0.888097286	1.179492474	0.228441909	-0.682270229	0.88417691	-0.026535213	5.543474674	0
1963.166992	0	0.902700424	1.048230171	5.900000095	0.902700424	1.048231125	0.898650467	0.670208573	0.898650467	0.014473557	5.732508183	0.189033508
1963.416992	0.326797396	0.588583946	0.086204283	5.900000095	0.917303562	0.413286686	0.586858571	-0.311791897	0.913121939	0.014471471	5.732508183	0
1963.666992	0.651465774	0.305175781	0.509399116	5.400000095	0.958633423	1.164186001	0.304711074	-0.282147497	0.954067707	0.040945768	5.259246826	-0.473261356
1963.916992	0.323624581	0.661993027	0.717170596	5.699999809	0.987768173	1.043117046	0.659811497	0.355100423	0.98292166	0.028853953	5.543474674	0.284227848
1964.166992	0.322580636	0.667881966	0.821017385	5.400000095	0.992619991	1.146245003	0.665661514	0.005850017	0.987725914	0.004804254	5.259246826	-0.284227848
1964.416992	0	0.997471809	0.843369961	5.099999905	0.997471809	0.843369961	0.992529929	0.326868415	0.992529929	0.004804015	4.974209309	-0.285037518
1964.666992	0.321543396	0.673758984	1.710189462	5	0.997471809	2.037227154	0.671499372	-0.321030557	0.992529929	0	4.879012108	-0.095197201
1964.916992	0.641025662	0.351774693	0.716997981	4.800000191	0.995051861	1.362621784	0.351157427	-0.320341945	0.990133822	-0.002396107	4.6883564	-0.190655708
1965.166992	0	1.0217309	1.160455346	5.099999905	1.0217309	1.16045475	1.016546488	0.665389061	1.016546488	0.026412666	4.974209309	0.285852909
1965.416992	0.636942685	0.382351875	-0.234289899	4.599999905	1.0217309	0.401163101	0.381622761	-0.634923697	1.016546488	0	4.497336864	-0.476872444
1965.666992	0.632911384	0.398421288	0.843023241	4.400000095	1.033854485	1.48127079	0.397629708	0.016006947	1.02854681	0.012000322	4.305951595	-0.191385269
1965.916992	0.314465404	0.779902935	2.164311647	4.099999905	1.096820831	2.485585213	0.776877403	0.379247695	1.0908494	0.062302589	4.018179893	-0.287771702
1966.166992	0.940438867	0.279343128	0.856815696	3.799999952	1.222407818	1.805305481	0.278953701	-0.497923702	1.214996696	0.124147296	3.729577303	-0.288602591
1966.416992	0.931677043	0.264155865	1.13474226	3.900000095	1.198291779	2.076995373	0.263807595	-0.015146106	1.191169143	-0.023827553	3.825874567	0.096297264
1966.666992	1.230769277	0.115334988	0.380132467	3.799999952	1.347517967	1.615583897	0.115268528	-0.148539066	1.338519692	0.14735055	3.729577303	-0.096297264
1966.916992	0.607902765	0.701701641	0.159192815	3.599999905	1.313877106	0.768077374	0.699251175	0.583982646	1.305320621	-0.033199072	3.536715746	-0.192861557
1967.166992	0	1.164495945	1.775311947	3.799999952	1.164495945	1.775300503	1.157767892	0.458516717	1.157767892	-0.147552729	3.729577303	0.192861557
1967.416992	0.906344414	0.258231163	-0.038822267	3.799999952	1.166915894	0.867164135	0.257898301	-0.899869561	1.160159945	0.002392054	3.729577303	0
1967.666992	0.898203611	0.400066376	-0.266808987	3.799999952	1.301860809	0.628995895	0.39926824	0.141369939	1.293459415	0.13329947	3.729577303	0
1967.916992	0.890207708	0.519859791	0.928769052	3.900000095	1.414692402	1.82723999	0.518513203	0.119244963	1.404779077	0.111319661	3.825874567	0.096297264
1968.166992	0.882352948	0.48251152	1.675794959	3.799999952	1.36911869	2.572929859	0.481351197	-0.037162006	1.359830976	-0.044948101	3.729577303	-0.096297264
1968.416992	1.16618073	0.307190418	0.289483517	3.5	1.476955414	1.459050179	0.306719542	-0.174631655	1.466154695	0.106323719	3.440139532	-0.289437771
1968.666992	1.440922141	-0.092071295	1.203178406	3.5	1.347517967	2.661430836	-0.092113703	-0.398833245	1.338519692	-0.127635002	3.440139532	0
1968.916992	1.136363626	0.246751308	0.555423319	3.400000095	1.385915279	1.698100567	0.246447369	0.338561058	1.376399279	0.037879586	3.343481541	-0.096657991
1969.166992	1.123595476	0.420331955	-0.175902218	3.400000095	1.548647881	0.945711136	0.419451028	0.173003659	1.536778688	0.16037941	3.343481541	0
1969.416992	1.666666627	-0.069147348	0.615442932	3.400000095	1.596367359	2.292370796	-0.069171265	-0.488622308	1.583759546	0.046980858	3.343481541	0
1969.666992	1.639344215	0.072443485	0.190589353	3.5	1.712977886	1.833057404	0.072417259	0.141588524	1.698471785	0.114712238	3.440139532	0.096657991
1969.916992	1.344086051	0.481021404	0.177122995	3.5	1.831567287	1.523590088	0.479868203	0.407450944	1.814996123	0.116524339	3.440139532	0
1970.166992	1.326259971	0.566375256	0.148034632	4.199999809	1.900148392	1.476264	0.564777374	0.084909171	1.882321	0.067324877	4.114199638	0.674060106
1970.416992	1.570680618	0.359261036	-0.654639959	4.800000191	1.935577393	0.905752182	0.358617246	-0.206160128	1.917083383	0.034762383	4.6883564	0.574156761
1970.666992	1.030927777	0.801849365	0.165129736	5.099999905	1.841032505	1.197755337	0.798651695	0.440034449	1.824290633	-0.092792749	4.974209309	0.285852909
1970.916992	1.53061223	0.048327446	-1.540097237	5.900000095	1.579678059	-0.033056736	0.048315771	-0.750335932	1.567330956	-0.256959677	5.732508183	0.758298874
1971.166992	0.753768861	0.603604317	1.686373234	5.900000095	1.36193037	2.452850342	0.601789892	0.553474128	1.352739453	-0.214591503	5.732508183	0
1971.416992	1.246882796	0.283908844	-0.056247596	5.900000095	1.534330845	1.189935207	0.283506572	-0.318283319	1.52267909	0.169939637	5.732508183	0
1971.666992	0.985221684	0.607550144	0.055256527	6.099999905	1.598751545	1.041030884	0.605711997	0.322205424	1.586106062	0.063426971	5.921185017	0.188676834
1971.916992	0.48780489	0.922393799	0.248752058	6	1.414692402	0.737762451	0.918165684	0.312453687	1.404779077	-0.181326985	5.826885223	-0.094299793
1972.166992	0.970873773	0.418174267	1.158216834	5.699999809	1.39311552	2.140331268	0.41730237	-0.500863314	1.383500814	-0.021278262	5.543474674	-0.283410549
1972.416992	0.721153855	0.705218315	0.249014929	5.699999809	1.431465149	0.971972942	0.702743292	0.285440922	1.421316385	0.037815571	5.543474674	0
1972.666992	0.715990424	0.750803947	0.333659112	5.599999905	1.472175121	1.052033901	0.74799943	0.045256138	1.461443901	0.040127516	5.44881773	-0.094656944
1972.916992	0.947867274	0.543069839	1.947011352	5.300000191	1.496088505	2.913331985	0.541600525	-0.206398904	1.485007405	0.023563504	5.164320946	-0.284496784
1973.166992	1.408450723	0.199401379	0.318301111	5	1.610660553	1.731228828	0.19920285	-0.34239769	1.597827077	0.112819672	4.879012108	-0.285308838
1973.416992	2.083333254	-0.416368246	-0.475532025	4.900000095	1.658296585	1.597893238	-0.417237461	-0.616440296	1.64469707	0.046869993	4.783735275	-0.095276833
1973.666992	2.947845697	-1.061326265	-1.291526318	4.800000191	1.855230331	1.618254185	-1.066998482	-0.649761021	1.838230848	0.193533778	4.6883564	-0.095378876
1973.916992	1.762114525	-0.073975325	-0.428111047	4.800000191	1.686835289	1.326465607	-0.074002698	0.992995799	1.672766209	-0.16546464	4.6883564	0
1974.166992	2.813852787	-1.119303703	-1.511721015	5.199999809	1.663053036	1.259589195	-1.12561512	-1.051612377	1.649375796	-0.023390412	5.06931591	0.380959511
1974.416992	2.736842155	-0.731706619	-0.608707666	5.099999905	1.985108852	2.11148262	-0.734396756	0.391218364	1.965662479	0.316286683	4.974209309	-0.095106602
1974.666992	3.073770523	-0.9534657	-0.865905046	5.5	2.091002464	2.181255817	-0.958040237	-0.223643482	2.06944108	0.103778601	5.354071617	0.379862309
1974.916992	2.982107401	-1.082760096	-1.313602209	6.599999905	1.867055893	1.629328728	-1.088664532	-0.130624294	1.849840403	-0.219600677	6.391330719	1.037259102
1975.166992	1.930501938	-0.194758177	-0.317448556	8.100000381	1.731979847	1.606929302	-0.194948077	0.893716455	1.717152119	-0.132688284	7.788651466	1.397320747
1975.416992	1.325757623	0.543546677	-0.539016545	9	1.87650919	0.779592991	0.5420748	0.737022877	1.859119892	0.141967773	8.617773056	0.82912159
1975.666992	2.242990732	-0.217670202	-0.537758172	8.399999619	2.020442486	1.693165302	-0.217907459	-0.759982228	2.000302553	0.141182661	8.065789223	-0.551983833
1975.916992	1.645338178	0.246036053	1.116757274	8.300000191	1.895427704	2.780461311	0.245733887	0.463641346	1.877688289	-0.122614264	7.973491192	-0.092298031
1976.166992	0.899280548	0.905191898	0.62223208	7.699999809	1.81261301	1.527106762	0.90111959	0.655385733	1.796380997	-0.081307292	7.417942047	-0.555549145
1976.416992	1.247771859	0.590622425	-0.465090752	7.400000095	1.845765114	0.776875019	0.588885069	-0.312234521	1.82893765	0.032556653	7.138999462	-0.278942585
1976.666992	1.584506989	0.191891193	0.060670555	7.800000191	1.779437065	1.646137238	0.191707313	-0.397177756	1.763790488	-0.065147161	7.510742664	0.371743202
1976.916992	1.039861321	0.546061993	0.904004574	7.800000191	1.591598988	1.953268051	0.544576466	0.352869153	1.5790658	-0.184724689	7.510742664	0
1977.166992	2.058319092	-0.384956598	-0.694038033	7.599999905	1.665437222	1.34999752	-0.385699481	-0.930275917	1.651720881	0.072655082	7.325043678	-0.185698986
1977.416992	1.848739505	-0.154298544	-0.171524704	7	1.69159174	1.674044132	-0.154417709	0.231281772	1.677443624	0.025722742	6.765870094	-0.559173584
1977.666992	1.485148549	0.224494934	0.396446884	7	1.712977886	1.887476444	0.224243313	0.378661036	1.698471785	0.021028161	6.765870094	0
1977.916992	1.13821137	0.641047955	0.483561188	6.800000191	1.78655386	1.627278328	0.639001966	0.414758652	1.770782471	0.072310686	6.578770161	-0.187099934
1978.166992	1.607717037	0.290131569	-0.020184761	6.300000191	1.902508736	1.587212086	0.289711505	-0.34929046	1.884637356	0.113854885	6.109506607	-0.469263554
1978.416992	2.689873457	-0.686305761	0.08774472	6	1.985108852	2.779972553	-0.688671708	-0.978383183	1.965662479	0.081025124	5.826885223	-0.282621384
1978.666992	2.311248064	-0.28424263	-0.211719126	5.900000095	2.020442486	2.094638348	-0.284647346	0.404024363	2.000302553	0.034640074	5.732508183	-0.094377041
1978.916992	1.957831383	0.178956985	0.25899452	5.900000095	2.140295506	2.221894264	0.178797036	0.463444382	2.117712736	0.117410183	5.732508183	0
